#PATCHY	10	100
#X	Y
-0.196675	73.8426
0.798498	74.5019
-1.25946	74.3862
-0.818821	74.2774
1.22327	75.5484
1.36434	71.6221
2.42971	73.1766
-0.0468427	75.1653
0.340907	74.9976
-0.315019	73.1733
-0.812598	73.2948
-1.47623	73.579
2.17671	74.8373
-0.30792	74.1681
0.614585	72.1394
0.382605	73.5307
1.72922	72.5601
0.829563	75.111
2.75132	73.5751
0.737045	72.7894
-0.0302408	71.957
1.04507	72.2082
2.33181	72.1356
2.54702	72.8525
-1.38063	73.1341
0.408439	71.4944
1.72013	74.626
-0.52468	72.3488
1.7057	73.5628
0.227534	74.0841
1.70724	72.1794
1.02415	71.8144
-1.11968	72.7471
-0.88296	74.7736
0.884174	71.3682
2.0272	72.3127
1.25043	74.3883
2.13716	73.894
1.33736	74.9202
-0.276065	71.6662
2.18643	74.2731
-0.22131	72.7564
-0.568653	73.7359
0.366879	72.4859
0.828447	73.3082
0.0662078	73.2335
1.46611	73.1198
0.315566	72.9506
0.392534	75.7033
2.01252	72.7544
0.859054	74.0043
-0.59944	72.8963
1.63187	75.2193
1.3244	71.979
-0.360686	74.641
-0.499714	75.1626
-0.261153	75.4376
1.31311	73.7946
0.290102	74.5507
1.88661	73.1279
-0.982263	72.1908
1.51671	74.142
-1.16134	73.8468
0.984985	74.8049
2.20163	73.4881
2.60779	74.2082
1.40659	72.7822
0.798762	75.6382
2.44029	74.6153
1.33028	72.43
0.604321	74.7823
2.02837	71.9142
2.86253	73.2089
0.546086	75.3065
1.04209	73.0063
1.15102	73.4275
1.98963	75.2374
-0.0513557	72.3497
0.0460133	71.5311
1.70389	71.7203
-0.0230649	74.3763
2.31853	72.5421
-0.700683	71.905
0.701293	71.6752
0.52118	74.2812
0.852607	73.6549
-0.855101	72.514
-0.0106404	74.7329
-0.371993	72.0027
-0.162618	73.4978
0.380468	71.8698
1.07387	72.6597
-1.12036	73.5058
0.531688	73.9091
2.49122	73.8784
0.212689	75.3921
1.85768	74.13
2.83061	73.9262
-1.42614	74.0881
0.784053	72.4352
67.6228	68.2001
66.8629	69.3228
67.7665	70.7908
67.4219	69.4474
67.7689	67.9309
67.4954	69.0159
67.4457	71.3151
