#SPARSE	100
#X	Y
73.834	69.0252
39.5472	-40.4446
12.0901	-71.2548
22.6289	43.4682
74.214	82.1492
42.4544	-10.207
70.7329	19.636
-20.3606	26.9086
27.3857	20.0443
50.5701	73.134
61.6581	-4.05978
-32.8957	-25.1601
80.3982	-63.5805
50.3593	61.5463
34.7368	-62.7739
76.2931	67.4393
2.0265	77.9765
-61.3255	-62.0171
-11.0142	-53.5228
-8.16902	-43.2744
58.5977	22.3243
-82.9899	5.34276
52.5907	52.9663
-20.9188	0.794477
23.9341	19.2015
26.1272	30.373
70.5914	-35.3521
19.094	32.119
23.9462	0.269817
-33.1858	48.5629
3.49187	-14.3173
-27.2112	68.351
67.1255	-26.3444
-44.7311	44.1169
54.84	-10.3936
36.4332	-7.04846
-60.2693	-76.0927
15.9689	-57.7419
-56.7439	-64.1412
-46.3259	-79.9953
66.7844	76.7644
-77.6379	-59.418
14.9964	22.6189
24.7872	53.4122
56.8792	49.2881
31.221	-60.3288
2.83321	-53.7021
60.9764	-67.3931
-76.4149	-27.8959
-68.6048	58.842
-69.134	-82.9781
-67.3527	11.5712
22.6351	-64.0027
-5.3559	23.5711
38.4908	-13.7791
71.4888	-9.4906
-35.7456	66.8395
22.2326	40.5573
-47.2237	44.7171
47.1228	67.7659
-15.9986	30.459
-60.7676	-15.6364
24.9065	35.957
-26.6681	62.0006
76.7564	26.7212
-0.425174	-33.4969
-41.534	-82.8493
-34.9693	-62.4849
-26.5196	19.5331
73.9956	-25.5846
-47.5949	34.0251
-42.4602	56.6893
-78.191	79.5936
57.5724	-75.2076
-28.6005	82.8607
-55.0775	-39.3531
9.76221	-37.1696
-28.2577	-42.9805
59.0153	67.3735
-14.8843	-44.4645
-65.8948	-63.7269
-3.63242	-24.2443
-53.8657	-71.1612
-54.0049	-33.4766
-24.2774	15.2824
29.4996	-14.1127
46.9667	7.28117
-30.1113	70.2599
-58.8534	-6.2404
13.903	50.6817
28.1874	-5.99848
-73.0383	-75.2326
-4.37426	-79.3037
74.3646	-70.7823
1.87261	80.0438
-38.6886	-18.5749
-12.1201	-55.6244
53.4994	-54.5722
9.10048	26.4934
-44.7692	-48.897
